,windSpeed,humidity,temperature,energy,hour,day_of_week,month
2012-05-01 00:00:00,5.89,0.89,12.57,651.6550007000001,0,1,5
2012-05-01 01:00:00,6.17,0.93,12.54,627.9569999000001,1,1,5
2012-05-01 02:00:00,6.27,0.92,12.47,532.3490012000001,2,1,5
2012-05-01 03:00:00,5.93,0.9,11.98,497.7360002,3,1,5
2012-05-01 04:00:00,5.2,0.95,11.57,490.9890000999999,4,1,5
2012-05-01 05:00:00,5.0,0.96,11.43,582.2569993000003,5,1,5
2012-05-01 06:00:00,4.23,0.96,11.28,832.2850005999999,6,1,5
2012-05-01 07:00:00,3.76,0.94,11.3,915.1719995000002,7,1,5
2012-05-01 08:00:00,3.73,0.94,11.36,868.2619997000002,8,1,5
2012-05-01 09:00:00,3.25,0.96,11.69,847.4009998000001,9,1,5
2012-05-01 10:00:00,2.7,0.95,12.32,799.2400006000003,10,1,5
2012-05-01 11:00:00,1.82,0.92,13.31,831.7000007000001,11,1,5
2012-05-01 12:00:00,1.5,0.85,14.99,816.7759998,12,1,5
2012-05-01 13:00:00,1.67,0.81,15.98,799.5700002000001,13,1,5
2012-05-01 14:00:00,2.61,0.74,15.84,771.0139998000004,14,1,5
2012-05-01 15:00:00,2.45,0.66,17.24,829.0760004999999,15,1,5
2012-05-01 16:00:00,2.74,0.64,17.22,947.8950002,16,1,5
2012-05-01 17:00:00,2.9,0.6,16.78,1039.0699996,17,1,5
2012-05-01 18:00:00,2.32,0.61,16.19,1118.0200003000002,18,1,5
2012-05-01 19:00:00,1.1,0.68,14.65,1176.4700001999997,19,1,5
2012-05-01 20:00:00,0.72,0.74,14.18,1270.8510006000004,20,1,5
2012-05-01 21:00:00,0.54,0.9,13.07,1200.1309993999996,21,1,5
2012-05-01 22:00:00,1.4,0.91,12.52,930.6339995999999,22,1,5
2012-04-02 23:00:00,1.24,0.67,9.51,431.0909999000002,23,0,4
2012-04-03 00:00:00,0.86,0.71,8.63,465.5850001000001,0,1,4
2012-04-03 01:00:00,1.22,0.73,8.06,463.38499910000024,1,1,4
2012-04-03 02:00:00,1.16,0.8,7.44,371.34799950000007,2,1,4
2012-04-03 03:00:00,1.26,0.81,6.81,319.93599969999997,3,1,4
2012-04-03 04:00:00,0.98,0.86,5.5,322.7719998,4,1,4
2012-04-03 05:00:00,0.8,0.86,5.04,383.91700010000005,5,1,4
2012-04-03 06:00:00,0.91,0.91,5.07,504.8600005999999,6,1,4
2012-04-03 07:00:00,1.22,0.84,6.79,553.8790002000001,7,1,4
2012-04-03 08:00:00,1.84,0.77,8.38,527.4270003,8,1,4
2012-04-03 09:00:00,2.13,0.71,10.02,526.6939998,9,1,4
2012-04-03 10:00:00,2.58,0.63,11.47,493.12700010000015,10,1,4
2012-04-03 11:00:00,2.46,0.57,12.59,487.50899999999984,11,1,4
2012-04-03 12:00:00,2.91,0.59,12.58,497.74900019999995,12,1,4
2012-04-03 13:00:00,3.24,0.57,12.71,504.1039997000001,13,1,4
2012-04-03 14:00:00,3.16,0.66,12.33,504.426,14,1,4
2012-04-03 15:00:00,3.22,0.58,12.92,519.459001,15,1,4
2012-04-03 16:00:00,3.22,0.57,12.72,590.329,16,1,4
2012-04-03 17:00:00,2.3,0.66,11.5,690.0250000999999,17,1,4
2012-04-03 18:00:00,2.0,0.72,9.93,830.8040002000004,18,1,4
2012-04-03 19:00:00,1.78,0.9,8.18,862.9830003,19,1,4
2012-04-03 20:00:00,1.35,0.94,8.08,850.4169997999998,20,1,4
2012-04-03 21:00:00,1.42,0.94,7.73,782.3250000000003,21,1,4
2012-04-03 22:00:00,1.62,0.93,7.87,620.5139999000002,22,1,4
2012-07-20 23:00:00,1.79,0.9,13.35,1527.5649996999996,23,4,7
2012-07-21 00:00:00,1.73,0.9,12.96,1279.2140002999997,0,5,7
2012-07-21 01:00:00,2.08,0.89,12.87,1104.5609998000004,1,5,7
2012-07-21 02:00:00,1.69,0.88,12.41,992.5510001999999,2,5,7
2012-07-21 03:00:00,1.28,0.89,12.31,928.1760000000006,3,5,7
2012-07-21 04:00:00,1.44,0.86,12.52,922.9239999000001,4,5,7
2012-07-21 05:00:00,1.14,0.9,11.83,1004.6430008000004,5,5,7
2012-07-21 06:00:00,1.78,0.87,12.55,1253.1590010000004,6,5,7
2012-07-21 07:00:00,2.43,0.82,13.4,1527.4649995000002,7,5,7
2012-07-21 08:00:00,2.38,0.73,14.93,1723.1919990999997,8,5,7
2012-07-21 09:00:00,2.32,0.64,15.99,1782.7780008000007,9,5,7
2012-07-21 10:00:00,2.13,0.61,17.02,1822.736,10,5,7
2012-07-21 11:00:00,1.57,0.55,18.32,1810.0670006,11,5,7
2012-07-21 12:00:00,0.57,0.54,18.1,1807.2350006000001,12,5,7
2012-07-21 13:00:00,0.85,0.53,18.35,1727.9769999999994,13,5,7
2012-07-21 14:00:00,0.89,0.49,18.83,1646.4040003000002,14,5,7
2012-07-21 15:00:00,1.09,0.45,19.89,1689.6599993999998,15,5,7
2012-07-21 16:00:00,0.41,0.49,19.11,1814.8320005999994,16,5,7
2012-07-21 17:00:00,0.34,0.5,19.17,1928.1899999999987,17,5,7
2012-07-21 18:00:00,0.96,0.58,18.26,2087.208001499999,18,5,7
2012-07-21 19:00:00,1.06,0.57,17.95,2102.5419988999997,19,5,7
2012-07-21 20:00:00,1.24,0.67,17.08,2143.3180001999995,20,5,7
2012-07-21 21:00:00,1.75,0.72,16.39,2142.3469996999993,21,5,7
2012-07-21 22:00:00,1.74,0.79,15.07,1871.529000399999,22,5,7
2012-08-23 23:00:00,1.96,0.77,16.04,1417.1999996999996,23,3,8
2012-08-24 00:00:00,1.81,0.8,15.53,1209.1219994000007,0,4,8
2012-08-24 01:00:00,1.91,0.82,15.17,1044.7530000000006,1,4,8
2012-08-24 02:00:00,2.06,0.82,15.07,953.0650000000004,2,4,8
2012-08-24 03:00:00,2.15,0.82,14.55,905.343999500001,3,4,8
2012-08-24 04:00:00,2.11,0.84,14.09,929.284,4,4,8
2012-08-24 05:00:00,2.0,0.84,14.07,1081.0449995999995,5,4,8
2012-08-24 06:00:00,2.07,0.84,14.15,1334.8250007,6,4,8
2012-08-24 07:00:00,2.17,0.8,15.29,1520.9529997,7,4,8
2012-08-24 08:00:00,2.42,0.78,16.5,1624.7569999,8,4,8
2012-08-24 09:00:00,3.04,0.7,17.54,1622.3360003,9,4,8
2012-08-24 10:00:00,3.33,0.62,18.66,1610.5089996,10,4,8
2012-08-24 11:00:00,3.18,0.61,19.25,1603.0959999000004,11,4,8
2012-08-24 12:00:00,3.47,0.57,19.51,1591.201999,12,4,8
2012-08-24 13:00:00,4.08,0.55,20.2,1562.6190007000002,13,4,8
2012-08-24 14:00:00,4.29,0.58,20.27,1535.3480001000007,14,4,8
2012-08-24 15:00:00,4.85,0.62,19.82,1585.1129998999993,15,4,8
2012-08-24 16:00:00,5.41,0.71,18.14,1823.3260000999994,16,4,8
2012-08-24 17:00:00,3.95,0.77,16.89,2017.1979996,17,4,8
2012-08-24 18:00:00,4.46,0.82,16.4,2188.2110012000003,18,4,8
2012-08-24 19:00:00,3.88,0.84,16.31,2272.1010014,19,4,8
2012-08-24 20:00:00,3.73,0.85,16.41,2269.936999899999,20,4,8
2012-08-24 21:00:00,3.55,0.9,15.98,2093.9059991999998,21,4,8
2012-08-24 22:00:00,3.49,0.92,16.48,1796.8979989999993,22,4,8
2012-05-06 23:00:00,0.68,0.85,6.37,847.1119996000003,23,6,5
2012-05-07 00:00:00,0.74,0.9,5.57,810.2920013000003,0,0,5
2012-05-07 01:00:00,0.86,0.92,5.2,781.4119997999999,1,0,5
2012-05-07 02:00:00,1.0,0.92,5.2,643.0620001000003,2,0,5
2012-05-07 03:00:00,1.01,0.92,5.21,574.7940001999998,3,0,5
2012-05-07 04:00:00,0.9,0.93,5.48,576.7689994000001,4,0,5
2012-05-07 05:00:00,1.54,0.9,5.51,629.1290003000001,5,0,5
2012-05-07 06:00:00,2.05,0.89,6.43,731.6240002000001,6,0,5
2012-05-07 07:00:00,2.65,0.82,7.97,867.6070003,7,0,5
2012-05-07 08:00:00,3.67,0.75,9.74,972.1820004000002,8,0,5
2012-05-07 09:00:00,3.94,0.7,10.37,1087.9950001999998,9,0,5
2012-05-07 10:00:00,4.08,0.71,10.64,1127.7770001000001,10,0,5
2012-05-07 11:00:00,4.17,0.71,11.38,1166.467001,11,0,5
2012-05-07 12:00:00,4.52,0.82,10.73,1222.6369994999998,12,0,5
2012-05-07 13:00:00,4.31,0.81,10.76,1199.6829988000004,13,0,5
2012-05-07 14:00:00,4.56,0.85,10.71,1155.6129995000003,14,0,5
2012-05-07 15:00:00,4.41,0.85,12.47,1159.6320001999995,15,0,5
2012-05-07 16:00:00,4.94,0.76,13.29,1225.9359992000002,16,0,5
2012-05-07 17:00:00,4.46,0.69,14.48,1344.5599995999999,17,0,5
2012-05-07 18:00:00,4.22,0.73,12.99,1392.6189991,18,0,5
2012-05-07 19:00:00,3.63,0.75,12.98,1398.9639998999999,19,0,5
2012-05-07 20:00:00,3.55,0.78,12.42,1485.0410001,20,0,5
2012-05-07 21:00:00,3.01,0.83,11.83,1376.9230001999997,21,0,5
2012-05-07 22:00:00,3.23,0.92,10.94,1077.0690002000001,22,0,5
2012-07-27 23:00:00,3.53,0.66,17.84,1781.5490000000004,23,4,7
2012-07-28 00:00:00,3.25,0.65,16.84,1578.4739999000003,0,5,7
2012-07-28 01:00:00,2.88,0.64,16.15,1225.3180000000002,1,5,7
2012-07-28 02:00:00,3.03,0.64,15.66,1052.4099996000002,2,5,7
2012-07-28 03:00:00,2.78,0.64,15.64,960.8670002,3,5,7
2012-07-28 04:00:00,3.1,0.65,15.59,958.4119996000001,4,5,7
2012-07-28 05:00:00,2.33,0.68,15.05,1016.2989999999999,5,5,7
2012-07-28 06:00:00,2.6,0.66,15.02,1171.1569997,6,5,7
2012-07-28 07:00:00,2.82,0.68,15.17,1388.5870001,7,5,7
2012-07-28 08:00:00,2.48,0.64,15.76,1619.3020000000004,8,5,7
2012-07-28 09:00:00,1.84,0.56,18.28,1682.3499995000002,9,5,7
2012-07-28 10:00:00,1.76,0.52,18.34,1758.5389987999997,10,5,7
2012-07-28 11:00:00,1.88,0.54,19.73,1821.5079991,11,5,7
2012-07-28 12:00:00,2.83,0.48,20.69,1812.3369993999995,12,5,7
2012-07-28 13:00:00,3.01,0.41,20.55,1715.0369999999996,13,5,7
2012-07-28 14:00:00,3.72,0.41,21.09,1660.9420002,14,5,7
2012-07-28 15:00:00,3.92,0.41,20.32,1661.1230004999993,15,5,7
2012-07-28 16:00:00,4.58,0.45,20.24,1784.1039994999994,16,5,7
2012-07-28 17:00:00,4.77,0.47,19.31,1962.8719997,17,5,7
2012-07-28 18:00:00,5.08,0.46,19.12,2008.0539998,18,5,7
2012-07-28 19:00:00,4.35,0.41,18.04,2011.7589998000003,19,5,7
2012-07-28 20:00:00,4.57,0.46,16.77,2075.4359996000003,20,5,7
2012-07-28 21:00:00,4.18,0.52,16.0,2132.2609996,21,5,7
2012-07-28 22:00:00,4.23,0.53,14.93,1869.1869999,22,5,7
2012-10-14 23:00:00,2.3,0.87,6.76,1717.890999500001,23,6,10
2012-10-15 00:00:00,1.96,0.89,5.78,1472.7409995,0,0,10
2012-10-15 01:00:00,1.53,0.95,4.78,1342.8479999000006,1,0,10
2012-10-15 02:00:00,1.7,0.95,4.29,1182.3070002999996,2,0,10
2012-10-15 03:00:00,1.43,0.96,4.09,1124.3260002000009,3,0,10
2012-10-15 04:00:00,1.62,0.97,4.16,1184.4569996,4,0,10
2012-10-15 05:00:00,1.27,0.98,4.73,1490.2239995000007,5,0,10
2012-10-15 06:00:00,2.13,0.94,5.31,2169.4790005999994,6,0,10
2012-10-15 07:00:00,1.94,0.94,5.24,2511.1920010999997,7,0,10
2012-10-15 08:00:00,2.59,0.88,7.15,2307.186999799999,8,0,10
2012-10-15 09:00:00,3.37,0.82,9.21,2199.5890006,9,0,10
2012-10-15 10:00:00,4.56,0.81,10.47,2114.0190005999993,10,0,10
2012-10-15 11:00:00,5.32,0.77,11.67,2099.1619994000002,11,0,10
2012-10-15 12:00:00,5.59,0.76,12.27,2143.1990008,12,0,10
2012-10-15 13:00:00,5.84,0.73,12.66,2136.9949987999994,13,0,10
2012-10-15 14:00:00,5.53,0.69,13.03,2058.2579997999997,14,0,10
2012-10-15 15:00:00,4.6,0.67,12.62,2278.2719989999996,15,0,10
2012-10-15 16:00:00,3.53,0.69,12.51,2680.1550012999983,16,0,10
2012-10-15 17:00:00,3.25,0.79,11.57,3295.9320003,17,0,10
2012-10-15 18:00:00,4.09,0.78,12.17,3815.3759997,18,0,10
2012-10-15 19:00:00,3.68,0.81,11.78,3667.8729989000003,19,0,10
2012-10-15 20:00:00,3.38,0.84,11.38,3448.5030025,20,0,10
2012-10-15 21:00:00,3.82,0.82,11.77,3035.5159998000017,21,0,10
2012-10-15 22:00:00,3.9,0.89,11.46,2382.1810008999996,22,0,10
2012-07-01 23:00:00,4.39,0.79,13.99,1272.5600001000003,23,6,7
2012-07-02 00:00:00,3.83,0.84,13.58,1058.3410001000002,0,0,7
2012-07-02 01:00:00,3.19,0.84,13.48,936.0330000999998,1,0,7
2012-07-02 02:00:00,2.98,0.84,13.39,832.9889999000001,2,0,7
2012-07-02 03:00:00,2.66,0.83,12.97,803.3049996,3,0,7
2012-07-02 04:00:00,3.15,0.86,12.47,829.6620002000002,4,0,7
2012-07-02 05:00:00,3.79,0.82,13.32,973.3110004999999,5,0,7
2012-07-02 06:00:00,4.46,0.79,14.23,1323.1529998000005,6,0,7
2012-07-02 07:00:00,4.82,0.79,14.77,1554.0330000999995,7,0,7
2012-07-02 08:00:00,4.6,0.74,15.74,1483.5399995999999,8,0,7
2012-07-02 09:00:00,4.62,0.76,15.49,1531.1919995,9,0,7
2012-07-02 10:00:00,5.29,0.79,15.3,1517.9989996,10,0,7
2012-07-02 11:00:00,5.88,0.73,16.52,1565.8759997,11,0,7
2012-07-02 12:00:00,6.34,0.66,17.47,1505.7050003999996,12,0,7
2012-07-02 13:00:00,6.8,0.69,17.58,1510.0630004,13,0,7
2012-07-02 14:00:00,6.16,0.82,16.27,1518.059,14,0,7
2012-07-02 15:00:00,5.91,0.85,15.82,1667.2559995999993,15,0,7
2012-07-02 16:00:00,5.1,0.86,16.32,1866.5689993,16,0,7
2012-07-02 17:00:00,5.04,0.9,15.93,2078.7839999000003,17,0,7
2012-07-02 18:00:00,4.7,0.89,16.16,2256.1029978999995,18,0,7
2012-07-02 19:00:00,4.39,0.93,15.95,2257.644,19,0,7
2012-07-02 20:00:00,4.18,0.93,15.88,2281.6279996000007,20,0,7
2012-07-02 21:00:00,4.2,0.93,15.86,2165.4709993,21,0,7
2012-07-02 22:00:00,3.83,0.95,15.52,1759.3040007000006,22,0,7
2012-02-20 00:00:00,0.89,0.77,-0.26,420.6609994000001,0,0,2
2012-02-20 01:00:00,1.26,0.84,-1.07,438.2750005,1,0,2
2012-02-20 02:00:00,1.05,0.86,-1.47,359.394001,2,0,2
2012-02-20 03:00:00,1.63,0.89,-1.43,311.71800029999997,3,0,2
2012-02-20 04:00:00,1.66,0.87,-1.51,266.2829993,4,0,2
2012-02-20 05:00:00,1.42,0.9,-1.49,267.8260004,5,0,2
2012-02-20 06:00:00,1.47,0.9,-1.9,308.1040003,6,0,2
2012-02-20 07:00:00,2.48,0.86,-1.42,386.8169994999999,7,0,2
2012-02-20 08:00:00,2.38,0.84,-0.62,416.32400019999994,8,0,2
2012-02-20 09:00:00,2.68,0.73,2.15,384.5850001,9,0,2
2012-02-20 10:00:00,3.23,0.66,4.76,360.0140005999999,10,0,2
2012-02-20 11:00:00,4.36,0.59,6.84,352.77600060000003,11,0,2
2012-02-20 12:00:00,5.06,0.51,7.84,371.75200050000007,12,0,2
2012-02-20 13:00:00,5.4,0.49,7.98,372.20900009999997,13,0,2
2012-02-20 14:00:00,5.58,0.47,8.12,379.59399979999995,14,0,2
2012-02-20 15:00:00,5.7,0.47,8.44,379.5710001,15,0,2
2012-02-20 16:00:00,5.43,0.51,7.98,396.5099995,16,0,2
2012-02-20 17:00:00,4.61,0.54,7.33,472.1600011000001,17,0,2
2012-02-20 18:00:00,4.13,0.58,6.65,580.8739993,18,0,2
2012-02-20 19:00:00,4.44,0.63,6.1,630.7469998,19,0,2
2012-02-20 20:00:00,4.6,0.67,5.69,624.2220002,20,0,2
2012-02-20 21:00:00,4.49,0.7,6.08,595.8229991999999,21,0,2
2012-02-20 22:00:00,4.55,0.76,5.79,528.4440002999999,22,0,2
2012-02-20 23:00:00,4.26,0.79,5.74,428.2420006000001,23,0,2
2012-11-22 00:00:00,3.44,0.93,6.56,2145.4780004000004,0,3,11
2012-11-22 01:00:00,3.33,0.94,6.8,1829.058001399999,1,3,11
2012-11-22 02:00:00,4.07,0.92,8.33,1492.9079998999996,2,3,11
2012-11-22 03:00:00,4.18,0.89,9.24,1325.8110007999999,3,3,11
2012-11-22 04:00:00,4.75,0.9,9.31,1291.2940006000006,4,3,11
2012-11-22 05:00:00,5.06,0.89,10.31,1378.3719997000005,5,3,11
2012-11-22 06:00:00,5.7,0.87,10.8,1716.7179997,6,3,11
2012-11-22 07:00:00,6.2,0.88,11.01,2382.078001599999,7,3,11
2012-11-22 08:00:00,6.22,0.86,11.37,2735.7879996999995,8,3,11
2012-11-22 09:00:00,6.96,0.85,11.61,2493.1559998999996,9,3,11
2012-11-22 10:00:00,7.51,0.8,12.48,2307.911999300001,10,3,11
2012-11-22 11:00:00,8.63,0.75,12.96,2260.0260007999996,11,3,11
2012-11-22 12:00:00,9.37,0.74,13.09,2276.3640005,12,3,11
2012-11-22 13:00:00,9.85,0.72,12.98,2283.7010007000003,13,3,11
2012-11-22 14:00:00,9.21,0.72,12.64,2287.2740001000006,14,3,11
2012-11-22 15:00:00,9.6,0.73,12.41,2310.1710010999996,15,3,11
2012-11-22 16:00:00,9.16,0.73,12.33,2791.8410007000007,16,3,11
2012-11-22 17:00:00,9.59,0.74,11.94,3599.1040001,17,3,11
2012-11-22 18:00:00,10.29,0.74,12.0,4016.4179994999995,18,3,11
2012-11-22 19:00:00,9.99,0.73,12.35,4122.398998,19,3,11
2012-11-22 20:00:00,10.9,0.73,12.03,4002.3090005999998,20,3,11
2012-11-22 21:00:00,10.63,0.72,12.32,3718.4520015000003,21,3,11
2012-11-22 22:00:00,10.2,0.83,11.39,3359.1439995999995,22,3,11
2012-11-22 23:00:00,7.77,0.89,10.74,2698.978000699999,23,3,11
2012-10-27 23:00:00,2.7,0.84,4.32,2248.6549994999996,23,5,10
2012-10-28 00:00:00,2.13,0.84,3.76,1948.5239997999995,0,6,10
2012-10-28 01:00:00,1.94,0.89,2.85,1748.2259994,1,6,10
2012-10-28 02:00:00,1.69,0.92,1.99,1520.6139984000004,2,6,10
2012-10-28 03:00:00,1.8,0.92,1.79,1421.8679999000005,3,6,10
2012-10-28 04:00:00,2.13,0.94,1.43,1355.4889992,4,6,10
2012-10-28 05:00:00,2.51,0.92,1.87,1399.2950018999998,5,6,10
2012-10-28 06:00:00,2.27,0.91,2.06,1581.4900005,6,6,10
2012-10-28 07:00:00,2.62,0.89,2.64,1995.2959986,7,6,10
2012-10-28 08:00:00,3.06,0.89,3.0,2489.9950008,8,6,10
2012-10-28 09:00:00,3.5,0.83,5.03,2917.7169982999985,9,6,10
2012-10-28 10:00:00,4.22,0.8,6.45,3066.9279994000008,10,6,10
2012-10-28 11:00:00,4.57,0.81,7.01,3088.799999700001,11,6,10
2012-10-28 12:00:00,4.37,0.84,7.19,3170.3539998999995,12,6,10
2012-10-28 13:00:00,4.67,0.84,8.22,3263.6859996,13,6,10
2012-10-28 14:00:00,4.68,0.84,8.7,3107.907,14,6,10
2012-10-28 15:00:00,4.3,0.84,9.17,3133.7249996999994,15,6,10
2012-10-28 16:00:00,4.2,0.84,9.11,3338.4169997,16,6,10
2012-10-28 17:00:00,3.91,0.86,9.06,4001.3310021000016,17,6,10
2012-10-28 18:00:00,3.8,0.88,8.99,4336.7440004,18,6,10
2012-10-28 19:00:00,3.82,0.9,8.54,4248.139001400001,19,6,10
2012-10-28 20:00:00,3.88,0.93,8.12,3955.443001,20,6,10
2012-10-28 21:00:00,4.13,0.94,8.05,3638.3759984999997,21,6,10
2012-10-28 22:00:00,3.82,0.96,7.68,3239.7630010000007,22,6,10
2012-10-28 23:00:00,3.79,0.96,7.68,2628.4530004000003,23,6,10
2012-12-31 00:00:00,4.22,0.92,9.24,2431.2550010000004,0,0,12
2012-12-31 01:00:00,4.03,0.9,9.13,1917.1040009999997,1,0,12
2012-12-31 02:00:00,4.65,0.9,8.92,1600.5480017,2,0,12
2012-12-31 03:00:00,4.47,0.89,7.64,1395.8539988000002,3,0,12
2012-12-31 04:00:00,4.45,0.87,7.08,1335.2990006,4,0,12
2012-12-31 05:00:00,4.56,0.85,6.46,1358.6890001999998,5,0,12
2012-12-31 06:00:00,4.56,0.86,5.32,1519.5200004000005,6,0,12
2012-12-31 07:00:00,4.08,0.88,4.69,1776.3929999000006,7,0,12
2012-12-31 08:00:00,3.99,0.89,4.22,2233.7379997,8,0,12
2012-12-31 09:00:00,4.14,0.88,4.27,2578.3299993,9,0,12
2012-12-31 10:00:00,4.52,0.82,5.37,2775.2239993000003,10,0,12
2012-12-31 11:00:00,5.7,0.77,6.41,2888.2960004000006,11,0,12
2012-12-31 12:00:00,5.46,0.73,7.01,3027.2820002,12,0,12
2012-12-31 13:00:00,5.51,0.72,7.49,3148.1749997,13,0,12
2012-12-31 14:00:00,5.74,0.68,7.16,3199.2979981000003,14,0,12
2012-12-31 15:00:00,4.98,0.68,7.04,3292.1859986999993,15,0,12
2012-12-31 16:00:00,4.2,0.73,6.29,3620.0139993,16,0,12
2012-12-31 17:00:00,4.37,0.74,6.2,4054.4179997999986,17,0,12
2012-12-31 18:00:00,4.71,0.76,5.73,4298.7829997,18,0,12
2012-12-31 19:00:00,5.22,0.8,5.04,4209.126000499999,19,0,12
2012-12-31 20:00:00,4.86,0.77,5.76,3773.566998199999,20,0,12
2012-12-31 21:00:00,4.48,0.79,5.36,3413.4829999999974,21,0,12
2012-12-31 22:00:00,4.03,0.8,5.22,3050.6099983,22,0,12
2012-12-31 23:00:00,4.0,0.84,4.44,2702.4180010000005,23,0,12
2012-01-04 00:00:00,8.28,0.77,6.07,206.32999969999995,0,2,1
2012-01-04 01:00:00,8.86,0.69,6.43,186.55599970000003,1,2,1
2012-01-04 02:00:00,8.09,0.66,5.91,142.99099999999999,2,2,1
2012-01-04 03:00:00,7.61,0.68,5.38,123.86999999999999,3,2,1
2012-01-04 04:00:00,7.53,0.7,5.39,123.3719998,4,2,1
2012-01-04 05:00:00,7.24,0.7,5.35,131.2820001,5,2,1
2012-01-04 06:00:00,6.94,0.71,5.28,148.6390002,6,2,1
2012-01-04 07:00:00,6.77,0.74,5.27,193.3490005,7,2,1
2012-01-04 08:00:00,7.19,0.76,5.44,199.7339999,8,2,1
2012-01-04 09:00:00,6.75,0.76,6.04,197.54699929999995,9,2,1
2012-01-04 10:00:00,7.26,0.74,6.88,192.68499979999996,10,2,1
2012-01-04 11:00:00,7.41,0.73,7.49,195.821,11,2,1
2012-01-04 12:00:00,7.47,0.72,7.99,208.28399979999998,12,2,1
2012-01-04 13:00:00,7.81,0.74,8.07,213.286,13,2,1
2012-01-04 14:00:00,7.29,0.76,8.06,214.95400020000008,14,2,1
2012-01-04 15:00:00,7.5,0.76,8.08,211.4479997,15,2,1
2012-01-04 16:00:00,8.06,0.82,7.95,254.57599989999997,16,2,1
2012-01-04 17:00:00,7.82,0.91,7.66,315.7320001,17,2,1
2012-01-04 18:00:00,8.4,0.86,8.21,333.28400050000005,18,2,1
2012-01-04 19:00:00,8.58,0.89,8.16,366.63500050000005,19,2,1
2012-01-04 20:00:00,9.43,0.91,8.3,358.8090004,20,2,1
2012-01-04 21:00:00,9.92,0.92,8.33,318.50099979999993,21,2,1
2012-01-04 22:00:00,11.19,0.91,8.41,282.10600029999995,22,2,1
2012-01-04 23:00:00,12.81,0.83,9.33,231.48800019999993,23,2,1
2012-10-24 23:00:00,4.29,0.96,13.6,1797.7969989,23,2,10
2012-10-25 00:00:00,4.66,0.97,13.58,1518.9740014,0,3,10
2012-10-25 01:00:00,4.91,0.97,13.61,1385.0730003000003,1,3,10
2012-10-25 02:00:00,4.68,0.96,13.21,1209.8229992999998,2,3,10
2012-10-25 03:00:00,5.19,0.96,13.13,1157.9520002000002,3,3,10
2012-10-25 04:00:00,4.52,0.96,13.1,1201.2020001000003,4,3,10
2012-10-25 05:00:00,4.26,0.94,13.06,1459.8090005,5,3,10
2012-10-25 06:00:00,4.38,0.95,12.97,2077.6840000000007,6,3,10
2012-10-25 07:00:00,4.51,0.94,12.94,2533.409999300001,7,3,10
2012-10-25 08:00:00,4.79,0.93,13.28,2399.7860003000005,8,3,10
2012-10-25 09:00:00,4.74,0.96,12.89,2295.277001499999,9,3,10
2012-10-25 10:00:00,5.05,0.97,12.51,2203.3069989999995,10,3,10
2012-10-25 11:00:00,5.4,0.93,12.51,2222.2349991,11,3,10
2012-10-25 12:00:00,5.7,0.93,12.48,2212.0980009000004,12,3,10
2012-10-25 13:00:00,5.4,0.9,12.91,2183.3619997000005,13,3,10
2012-10-25 14:00:00,5.87,0.86,12.89,2159.9130006000005,14,3,10
2012-10-25 15:00:00,6.23,0.81,12.78,2300.5430004000004,15,3,10
2012-10-25 16:00:00,5.41,0.82,12.29,2707.2170008000003,16,3,10
2012-10-25 17:00:00,5.47,0.82,12.23,3437.610996199999,17,3,10
2012-10-25 18:00:00,6.3,0.86,11.24,3798.8759997000006,18,3,10
2012-10-25 19:00:00,5.86,0.86,10.6,3654.4930016,19,3,10
2012-10-25 20:00:00,6.12,0.82,10.15,3476.635999300001,20,3,10
2012-10-25 21:00:00,5.68,0.82,10.16,3116.1079981000007,21,3,10
2012-10-25 22:00:00,5.5,0.82,10.09,2522.8179994000006,22,3,10
2012-10-22 23:00:00,2.11,0.97,14.05,1771.5980006999994,23,0,10
2012-10-23 00:00:00,2.22,0.96,13.67,1490.0149999000005,0,1,10
2012-10-23 01:00:00,1.69,0.97,13.57,1369.5410006999998,1,1,10
2012-10-23 02:00:00,1.9,0.97,13.57,1191.2510001000007,2,1,10
2012-10-23 03:00:00,2.41,1.0,13.14,1131.9859999000003,3,1,10
2012-10-23 04:00:00,2.6,1.0,13.01,1180.8859993000003,4,1,10
2012-10-23 05:00:00,2.58,0.97,12.98,1452.3179994,5,1,10
2012-10-23 06:00:00,2.16,1.0,12.54,2066.617001099999,6,1,10
2012-10-23 07:00:00,2.49,0.97,12.51,2527.927999300001,7,1,10
2012-10-23 08:00:00,2.67,0.97,12.46,2357.4760001,8,1,10
2012-10-23 09:00:00,2.57,0.97,12.49,2215.365000800001,9,1,10
2012-10-23 10:00:00,1.98,0.97,12.51,2164.7090000000003,10,1,10
2012-10-23 11:00:00,2.06,0.97,12.7,2188.7039988999995,11,1,10
2012-10-23 12:00:00,2.49,0.95,12.94,2238.3069997,12,1,10
2012-10-23 13:00:00,2.33,0.95,13.08,2150.755999999999,13,1,10
2012-10-23 14:00:00,2.55,0.97,13.13,2118.4419992,14,1,10
2012-10-23 15:00:00,2.45,0.95,13.41,2352.963000999999,15,1,10
2012-10-23 16:00:00,2.57,0.95,13.51,2895.0130000999998,16,1,10
2012-10-23 17:00:00,2.89,0.95,13.51,3503.4580000999995,17,1,10
2012-10-23 18:00:00,2.77,0.95,13.48,3866.2010003,18,1,10
2012-10-23 19:00:00,2.39,0.94,13.52,3657.0089995,19,1,10
2012-10-23 20:00:00,2.26,0.95,13.47,3436.7990011000015,20,1,10
