,windSpeed,humidity,temperature,energy,hour,day_of_week,month
2012-02-19 15:00:00,5.03,0.43,6.27,415.0880002,15,6,2
2012-02-19 16:00:00,4.44,0.43,5.81,425.5820005,16,6,2
2012-02-19 17:00:00,3.36,0.43,5.43,516.2000006,17,6,2
2012-02-19 18:00:00,1.7,0.47,4.58,624.4780000999999,18,6,2
2012-02-19 19:00:00,1.28,0.52,3.63,630.7319992000002,19,6,2
2012-02-19 20:00:00,1.39,0.55,2.98,617.8479998000001,20,6,2
2012-02-19 21:00:00,1.1,0.67,1.33,589.6700001000002,21,6,2
2012-02-19 22:00:00,0.92,0.7,0.78,534.9280005999999,22,6,2
2012-02-19 23:00:00,0.55,0.72,0.62,416.2220000000001,23,6,2
2012-06-15 23:00:00,4.6,0.86,13.18,1104.8220001999998,23,4,6
2012-06-16 00:00:00,3.81,0.88,12.72,944.3050005000002,0,5,6
2012-06-16 01:00:00,4.09,0.83,13.01,827.0120001000006,1,5,6
2012-06-16 02:00:00,4.26,0.83,12.57,696.7189999000004,2,5,6
2012-06-16 03:00:00,4.47,0.83,12.61,659.7190001000001,3,5,6
2012-06-16 04:00:00,4.94,0.8,13.12,663.5990000999999,4,5,6
2012-06-16 05:00:00,5.55,0.78,13.55,731.3130002000004,5,5,6
2012-06-16 06:00:00,6.2,0.76,14.13,894.9550004,6,5,6
2012-06-16 07:00:00,6.91,0.72,14.27,1103.7700000999996,7,5,6
2012-06-16 08:00:00,7.41,0.64,15.69,1246.8009997000004,8,5,6
2012-06-16 09:00:00,8.41,0.64,16.13,1335.9990004,9,5,6
2012-06-16 10:00:00,8.27,0.62,16.24,1370.9190001,10,5,6
2012-06-16 11:00:00,8.76,0.65,16.08,1381.6150001000008,11,5,6
2012-06-16 12:00:00,9.77,0.61,17.34,1354.031001,12,5,6
2012-06-16 13:00:00,9.89,0.58,17.47,1290.4039998,13,5,6
2012-06-16 14:00:00,10.11,0.57,17.34,1245.8069996999996,14,5,6
2012-06-16 15:00:00,10.34,0.56,17.27,1260.7030002999995,15,5,6
2012-06-16 16:00:00,9.9,0.57,17.08,1323.9719994000002,16,5,6
2012-06-16 17:00:00,9.49,0.67,15.61,1503.7539996000003,17,5,6
2012-06-16 18:00:00,8.68,0.78,14.2,1639.2889996,18,5,6
2012-06-16 19:00:00,8.09,0.76,14.63,1688.8159997999999,19,5,6
2012-06-16 20:00:00,7.77,0.76,14.64,1665.7689990999997,20,5,6
2012-06-16 21:00:00,7.38,0.77,14.26,1577.5079997999999,21,5,6
2012-06-16 22:00:00,7.09,0.85,13.69,1348.4569996000002,22,5,6
2012-04-26 23:00:00,6.19,0.78,9.85,659.8160001,23,3,4
2012-04-27 00:00:00,5.13,0.8,9.8,645.2719999999996,0,4,4
2012-04-27 01:00:00,5.7,0.81,9.76,644.9229983000004,1,4,4
2012-04-27 02:00:00,5.33,0.81,9.78,516.7849996000002,2,4,4
2012-04-27 03:00:00,4.95,0.83,9.79,468.7799998000003,3,4,4
2012-04-27 04:00:00,4.68,0.84,9.68,478.7229999000003,4,4,4
2012-04-27 05:00:00,4.64,0.86,9.28,579.7039997000003,5,4,4
2012-04-27 06:00:00,4.59,0.88,9.42,800.0859996000003,6,4,4
2012-04-27 07:00:00,6.31,0.83,10.24,872.8800009,7,4,4
2012-04-27 08:00:00,5.03,0.8,10.62,819.0140001000003,8,4,4
2012-04-27 09:00:00,5.61,0.78,11.34,796.7840004000002,9,4,4
2012-04-27 10:00:00,5.92,0.8,11.25,811.3449998000001,10,4,4
2012-04-27 11:00:00,5.5,0.82,11.53,828.4809995000003,11,4,4
2012-04-27 12:00:00,5.36,0.79,11.87,830.5569998000003,12,4,4
2012-04-27 13:00:00,5.17,0.77,12.73,789.4150010000002,13,4,4
2012-04-27 14:00:00,5.62,0.68,13.77,754.0489997000003,14,4,4
2012-04-27 15:00:00,4.98,0.72,12.78,823.4120000999999,15,4,4
2012-04-27 16:00:00,3.98,0.6,14.84,934.2189999,16,4,4
2012-04-27 17:00:00,2.91,0.56,14.34,994.1739995999999,17,4,4
2012-04-27 18:00:00,2.11,0.6,13.39,1056.3260006,18,4,4
2012-04-27 19:00:00,1.47,0.64,12.59,1146.9510004,19,4,4
2012-04-27 20:00:00,1.01,0.74,11.72,1190.6750008000006,20,4,4
2012-04-27 21:00:00,1.08,0.8,10.78,1095.9769986,21,4,4
2012-04-27 22:00:00,1.08,0.85,9.97,914.6020004000004,22,4,4
2012-10-16 23:00:00,2.49,0.9,8.8,1750.4129997999999,23,1,10
2012-10-17 00:00:00,3.39,0.87,9.56,1479.1579992999991,0,2,10
2012-10-17 01:00:00,4.31,0.84,10.33,1361.0560005000007,1,2,10
2012-10-17 02:00:00,5.41,0.85,10.98,1192.2690001,2,2,10
2012-10-17 03:00:00,6.66,0.89,10.95,1138.8310001,3,2,10
2012-10-17 04:00:00,7.04,0.95,10.6,1187.1629997999994,4,2,10
2012-10-17 05:00:00,6.49,0.94,11.57,1456.7780003999999,5,2,10
2012-10-17 06:00:00,6.68,0.95,12.81,2144.537999,6,2,10
2012-10-17 07:00:00,5.7,0.89,12.8,2414.5779996999995,7,2,10
2012-10-17 08:00:00,5.16,0.88,12.89,2181.2110008999994,8,2,10
2012-10-17 09:00:00,5.77,0.8,14.34,2061.9309995,9,2,10
2012-10-17 10:00:00,6.47,0.74,15.18,1970.8820004,10,2,10
2012-10-17 11:00:00,7.04,0.68,15.92,1972.4810005999993,11,2,10
2012-10-17 12:00:00,7.69,0.67,15.63,1979.6869995999994,12,2,10
2012-10-17 13:00:00,7.36,0.6,16.6,1933.3839994999996,13,2,10
2012-10-17 14:00:00,6.85,0.7,14.91,1932.7039987999997,14,2,10
2012-10-17 15:00:00,5.95,0.65,15.39,2095.7669994999997,15,2,10
2012-10-17 16:00:00,4.32,0.71,14.18,2599.027999399999,16,2,10
2012-10-17 17:00:00,3.8,0.76,14.08,3352.310999,17,2,10
2012-10-17 18:00:00,3.84,0.82,14.02,3719.053001399999,18,2,10
2012-10-17 19:00:00,4.86,0.87,12.9,3561.5050002999983,19,2,10
2012-10-17 20:00:00,4.53,0.91,13.18,3294.6619994999987,20,2,10
2012-10-17 21:00:00,4.78,0.87,13.11,2945.4900007,21,2,10
2012-10-17 22:00:00,4.76,0.86,13.12,2348.2719997999993,22,2,10
2012-04-01 23:00:00,1.26,0.71,6.31,433.09999990000006,23,6,4
2012-04-02 00:00:00,0.82,0.79,5.13,467.27499970000014,0,0,4
2012-04-02 01:00:00,0.95,0.79,4.53,472.2439996000001,1,0,4
2012-04-02 02:00:00,1.17,0.8,4.68,369.6119996000001,2,0,4
2012-04-02 03:00:00,0.91,0.83,4.31,327.9820002000001,3,0,4
2012-04-02 04:00:00,1.18,0.81,4.63,323.2459998,4,0,4
2012-04-02 05:00:00,1.11,0.85,3.98,368.7340001,5,0,4
2012-04-02 06:00:00,1.16,0.86,4.26,485.3349999999999,6,0,4
2012-04-02 07:00:00,1.0,0.85,5.16,571.069,7,0,4
2012-04-02 08:00:00,1.11,0.76,7.5,524.4919999000002,8,0,4
2012-04-02 09:00:00,1.04,0.66,9.76,518.2340001000002,9,0,4
2012-04-02 10:00:00,1.06,0.57,11.56,472.3369995999999,10,0,4
2012-04-02 11:00:00,1.8,0.5,12.95,492.5650000000004,11,0,4
2012-04-02 12:00:00,2.1,0.47,13.66,468.98800009999997,12,0,4
2012-04-02 13:00:00,1.94,0.41,14.45,465.0740001999999,13,0,4
2012-04-02 14:00:00,1.85,0.41,15.04,439.7070002,14,0,4
2012-04-02 15:00:00,1.99,0.41,14.58,467.8609999000001,15,0,4
2012-04-02 16:00:00,2.28,0.44,14.12,538.8219997,16,0,4
2012-04-02 17:00:00,2.26,0.42,13.58,634.1190002000001,17,0,4
2012-04-02 18:00:00,1.5,0.47,12.71,722.9839992000001,18,0,4
2012-04-02 19:00:00,1.01,0.51,11.83,822.7519993,19,0,4
2012-04-02 20:00:00,1.12,0.53,11.24,820.8239994,20,0,4
2012-04-02 21:00:00,1.46,0.6,10.7,755.2689990999999,21,0,4
2012-04-02 22:00:00,1.41,0.64,10.16,625.9179995999999,22,0,4
2012-05-08 23:00:00,2.11,0.8,12.74,785.7139994,23,1,5
2012-05-09 00:00:00,2.35,0.92,11.46,740.7809999999998,0,2,5
2012-05-09 01:00:00,2.15,0.92,11.38,731.3029992999999,1,2,5
2012-05-09 02:00:00,1.84,0.93,11.38,599.6450001999998,2,2,5
2012-05-09 03:00:00,1.22,0.95,10.86,549.5400002000001,3,2,5
2012-05-09 04:00:00,0.3,0.95,10.78,555.9269997,4,2,5
2012-05-09 05:00:00,0.79,0.96,10.8,667.9239998999998,5,2,5
2012-05-09 06:00:00,0.5,0.96,10.78,926.2809993000001,6,2,5
2012-05-09 07:00:00,0.8,0.96,10.96,1069.3160003,7,2,5
2012-05-09 08:00:00,0.99,0.96,11.61,1007.7490008000001,8,2,5
2012-05-09 09:00:00,2.17,0.96,12.23,997.3320000000001,9,2,5
2012-05-09 10:00:00,3.46,0.91,13.78,972.3070012000003,10,2,5
2012-05-09 11:00:00,4.39,0.88,14.67,966.7130005,11,2,5
2012-05-09 12:00:00,5.09,0.86,15.18,962.6329999999998,12,2,5
2012-05-09 13:00:00,5.3,0.87,15.11,950.5390007999999,13,2,5
2012-05-09 14:00:00,5.38,0.88,15.18,919.7359999999999,14,2,5
2012-05-09 15:00:00,5.36,0.95,14.43,1029.2050000999998,15,2,5
2012-05-09 16:00:00,5.36,0.92,14.88,1175.7980009999999,16,2,5
2012-05-09 17:00:00,5.42,0.89,14.93,1323.1950002000003,17,2,5
2012-05-09 18:00:00,4.98,0.87,14.89,1426.4169994000001,18,2,5
2012-05-09 19:00:00,4.39,0.89,14.63,1511.7890007999997,19,2,5
2012-05-09 20:00:00,4.16,0.93,14.27,1521.1199993000005,20,2,5
2012-05-09 21:00:00,4.47,0.93,14.34,1388.0099999,21,2,5
2012-05-09 22:00:00,4.2,0.93,14.32,1126.1050002000002,22,2,5
2012-01-22 00:00:00,5.51,0.7,7.07,267.47200000000004,0,6,1
2012-01-22 01:00:00,5.59,0.72,6.52,251.63799929999996,1,6,1
2012-01-22 02:00:00,5.67,0.71,6.43,194.2649997,2,6,1
2012-01-22 03:00:00,5.89,0.76,6.0,163.3850001,3,6,1
2012-01-22 04:00:00,6.2,0.78,6.04,148.99699990000002,4,6,1
2012-01-22 05:00:00,6.75,0.76,6.41,156.22800000000004,5,6,1
2012-01-22 06:00:00,7.99,0.76,6.62,166.99899990000003,6,6,1
2012-01-22 07:00:00,7.64,0.76,7.03,177.3570001,7,6,1
2012-01-22 08:00:00,6.98,0.79,7.25,200.76600000000005,8,6,1
2012-01-22 09:00:00,6.91,0.82,8.23,260.8570003,9,6,1
2012-01-22 10:00:00,7.65,0.77,9.33,287.104,10,6,1
2012-01-22 11:00:00,7.72,0.71,10.78,286.13399979999997,11,6,1
2012-01-22 12:00:00,8.56,0.65,11.36,324.2709996,12,6,1
2012-01-22 13:00:00,7.98,0.59,11.46,325.9799998,13,6,1
2012-01-22 14:00:00,8.5,0.51,11.8,330.37699979999996,14,6,1
2012-01-22 15:00:00,6.78,0.53,11.26,308.1340001,15,6,1
2012-01-22 16:00:00,6.39,0.54,10.56,318.9569998,16,6,1
2012-01-22 17:00:00,4.99,0.56,9.97,379.0870001,17,6,1
2012-01-22 18:00:00,5.06,0.6,9.02,412.8250004000001,18,6,1
2012-01-22 19:00:00,4.25,0.6,8.46,418.0690005000001,19,6,1
2012-01-22 20:00:00,3.97,0.62,7.88,411.8950001,20,6,1
2012-01-22 21:00:00,3.8,0.65,7.69,371.5199994,21,6,1
2012-01-22 22:00:00,4.01,0.67,7.28,328.1279998,22,6,1
2012-01-22 23:00:00,3.77,0.71,6.84,273.909,23,6,1
2012-08-21 23:00:00,3.84,0.87,16.23,1419.4800003000003,23,1,8
2012-08-22 00:00:00,3.99,0.9,15.67,1224.1330001000003,0,2,8
2012-08-22 01:00:00,4.03,0.87,15.16,1083.6770003000001,1,2,8
2012-08-22 02:00:00,3.94,0.88,14.61,975.6059999000001,2,2,8
2012-08-22 03:00:00,3.97,0.9,14.14,938.2759998000001,3,2,8
2012-08-22 04:00:00,3.63,0.9,13.57,956.3380000999999,4,2,8
2012-08-22 05:00:00,3.81,0.93,13.16,1076.5369996000002,5,2,8
2012-08-22 06:00:00,4.19,0.9,13.7,1323.9890005,6,2,8
2012-08-22 07:00:00,4.43,0.87,14.34,1564.3029998999998,7,2,8
2012-08-22 08:00:00,4.96,0.83,15.53,1591.008001,8,2,8
2012-08-22 09:00:00,5.12,0.77,16.72,1564.4560002000003,9,2,8
2012-08-22 10:00:00,5.43,0.66,18.18,1569.9779988000005,10,2,8
2012-08-22 11:00:00,5.53,0.64,19.15,1586.9370002000003,11,2,8
2012-08-22 12:00:00,5.43,0.58,20.1,1602.2220003999998,12,2,8
2012-08-22 13:00:00,5.97,0.53,20.81,1522.0049994999995,13,2,8
2012-08-22 14:00:00,5.61,0.53,20.98,1466.6540004,14,2,8
2012-08-22 15:00:00,6.04,0.49,21.48,1506.4069995999992,15,2,8
2012-08-22 16:00:00,6.08,0.52,21.36,1688.1859995999996,16,2,8
2012-08-22 17:00:00,5.58,0.53,21.0,1930.2770002999994,17,2,8
2012-08-22 18:00:00,4.73,0.58,19.92,2065.541000699999,18,2,8
2012-08-22 19:00:00,4.01,0.59,19.12,2188.8559999,19,2,8
2012-08-22 20:00:00,3.6,0.62,18.1,2412.5879992999994,20,2,8
2012-08-22 21:00:00,3.57,0.68,17.07,2250.9339994000015,21,2,8
2012-08-22 22:00:00,3.37,0.74,16.09,1855.3610000000006,22,2,8
2012-10-20 23:00:00,1.17,0.95,11.28,1911.7209987999997,23,5,10
2012-10-21 00:00:00,2.38,0.95,10.87,1623.4310007999998,0,6,10
2012-10-21 01:00:00,2.48,0.96,10.66,1455.0049994000003,1,6,10
2012-10-21 02:00:00,2.94,0.95,10.31,1246.3180000999998,2,6,10
2012-10-21 03:00:00,2.96,0.94,10.21,1152.7520005999995,3,6,10
2012-10-21 04:00:00,2.78,0.93,10.22,1147.4899998999997,4,6,10
2012-10-21 05:00:00,2.36,0.93,10.21,1238.2680001000006,5,6,10
2012-10-21 06:00:00,2.21,0.94,10.19,1481.8269999000004,6,6,10
2012-10-21 07:00:00,2.48,0.94,10.24,1914.297,7,6,10
2012-10-21 08:00:00,3.06,0.92,10.4,2343.897999799999,8,6,10
2012-10-21 09:00:00,3.69,0.9,10.88,2582.185,9,6,10
2012-10-21 10:00:00,3.92,0.9,11.43,2674.9459991000003,10,6,10
2012-10-21 11:00:00,4.24,0.9,11.91,2795.7450006,11,6,10
2012-10-21 12:00:00,4.72,0.88,12.41,2977.1850014999995,12,6,10
2012-10-21 13:00:00,4.82,0.91,12.4,2915.336001400001,13,6,10
2012-10-21 14:00:00,4.6,0.91,12.39,2924.1839990000003,14,6,10
2012-10-21 15:00:00,4.33,0.91,12.37,3078.6620004999995,15,6,10
2012-10-21 16:00:00,4.28,0.95,12.03,3421.3439980999988,16,6,10
2012-10-21 17:00:00,4.17,0.96,11.94,3806.6630006999994,17,6,10
2012-10-21 18:00:00,4.34,0.98,11.62,3960.9769988999983,18,6,10
2012-10-21 19:00:00,3.93,0.96,11.6,3660.8829991000007,19,6,10
2012-10-21 20:00:00,3.6,0.96,12.01,3363.6089986,20,6,10
2012-10-21 21:00:00,3.25,0.96,12.01,2992.6569994999986,21,6,10
2012-10-21 22:00:00,3.13,0.96,11.99,2389.6189996000007,22,6,10
2012-07-14 23:00:00,1.73,0.95,12.74,1534.3780003,23,5,7
2012-07-15 00:00:00,1.73,0.95,12.72,1281.8780002000003,0,6,7
2012-07-15 01:00:00,2.15,0.95,12.72,1116.0379994000002,1,6,7
2012-07-15 02:00:00,2.31,0.96,12.98,979.9920001999997,2,6,7
2012-07-15 03:00:00,2.28,0.95,12.63,923.5250001,3,6,7
2012-07-15 04:00:00,2.31,0.91,12.44,916.7480001,4,6,7
2012-07-15 05:00:00,1.82,0.84,12.47,993.7460002,5,6,7
2012-07-15 06:00:00,2.32,0.86,12.6,1164.5309997,6,6,7
2012-07-15 07:00:00,3.04,0.82,13.66,1482.1129991000003,7,6,7
2012-07-15 08:00:00,3.67,0.66,15.03,1747.5170006000005,8,6,7
2012-07-15 09:00:00,3.76,0.59,16.21,1918.4579996999996,9,6,7
2012-07-15 10:00:00,4.25,0.55,16.67,1950.5739999,10,6,7
2012-07-15 11:00:00,4.42,0.55,16.49,2021.8339993000002,11,6,7
2012-07-15 12:00:00,4.96,0.5,17.64,2055.6369995999994,12,6,7
2012-07-15 13:00:00,5.06,0.53,16.64,1990.2699992000007,13,6,7
2012-07-15 14:00:00,5.3,0.51,17.53,1865.8910007,14,6,7
2012-07-15 15:00:00,4.55,0.5,17.97,1869.1249999000006,15,6,7
2012-07-15 16:00:00,5.39,0.48,18.26,2004.2079987,16,6,7
2012-07-15 17:00:00,4.63,0.52,17.48,2150.1119995999993,17,6,7
2012-07-15 18:00:00,4.52,0.54,17.29,2205.949000099999,18,6,7
2012-07-15 19:00:00,4.08,0.56,16.84,2276.9069995000004,19,6,7
2012-07-15 20:00:00,3.98,0.58,16.03,2294.9400000000005,20,6,7
2012-07-15 21:00:00,3.93,0.62,14.6,2327.9609998,21,6,7
2012-07-15 22:00:00,3.69,0.69,13.59,1967.8120005000003,22,6,7
2012-11-05 00:00:00,0.89,0.96,2.94,2136.8649998,0,0,11
2012-11-05 01:00:00,0.91,0.96,3.29,1827.1909979000002,1,0,11
2012-11-05 02:00:00,0.85,0.99,3.82,1518.4659998000004,2,0,11
2012-11-05 03:00:00,1.03,0.99,4.31,1371.9030010999995,3,0,11
2012-11-05 04:00:00,1.23,0.96,4.88,1326.8890001,4,0,11
2012-11-05 05:00:00,1.52,0.96,4.99,1394.2280006000005,5,0,11
2012-11-05 06:00:00,1.26,0.95,5.35,1737.998999199999,6,0,11
2012-11-05 07:00:00,1.24,0.94,5.02,2420.482001700001,7,0,11
2012-11-05 08:00:00,1.8,0.94,5.07,2777.4019993,8,0,11
2012-11-05 09:00:00,2.73,0.84,6.26,2538.6350006999987,9,0,11
2012-11-05 10:00:00,3.41,0.79,7.37,2411.1720004999984,10,0,11
2012-11-05 11:00:00,4.02,0.7,8.8,2298.6500004000018,11,0,11
2012-11-05 12:00:00,3.84,0.65,9.15,2406.3510019,12,0,11
2012-11-05 13:00:00,4.42,0.67,9.19,2418.672002300001,13,0,11
2012-11-05 14:00:00,4.21,0.64,9.16,2381.893001000001,14,0,11
2012-11-05 15:00:00,3.46,0.66,9.03,2380.6279996999992,15,0,11
2012-11-05 16:00:00,2.83,0.69,8.27,2729.1280019999986,16,0,11
2012-11-05 17:00:00,2.11,0.73,7.49,3733.564000499998,17,0,11
2012-11-05 18:00:00,1.98,0.78,6.86,4259.924000099999,18,0,11
2012-11-05 19:00:00,2.37,0.81,6.01,4395.699998299999,19,0,11
2012-11-05 20:00:00,2.24,0.84,5.51,4189.3659981,20,0,11
2012-11-05 21:00:00,2.38,0.82,5.77,3935.630000399999,21,0,11
2012-11-05 22:00:00,2.13,0.84,4.94,3504.1709996000004,22,0,11
2012-11-05 23:00:00,1.95,0.87,4.31,2780.7699998,23,0,11
2012-06-20 23:00:00,4.17,0.72,14.35,1285.8820001000004,23,2,6
2012-06-21 00:00:00,4.2,0.78,13.92,1075.8250003000005,0,3,6
2012-06-21 01:00:00,4.51,0.84,13.94,924.8490003000002,1,3,6
2012-06-21 02:00:00,4.72,0.87,14.06,823.5459998000001,2,3,6
2012-06-21 03:00:00,4.81,0.91,14.11,793.3680003000003,3,3,6
2012-06-21 04:00:00,3.38,0.93,14.32,828.9619998000003,4,3,6
2012-06-21 05:00:00,3.59,0.96,14.71,969.0770001000001,5,3,6
2012-06-21 06:00:00,3.36,0.94,15.28,1317.2569997000003,6,3,6
2012-06-21 07:00:00,3.59,0.97,15.93,1542.4769993999998,7,3,6
2012-06-21 08:00:00,3.99,0.93,16.51,1469.9380000999995,8,3,6
2012-06-21 09:00:00,3.67,0.91,17.17,1494.2540001999998,9,3,6
2012-06-21 10:00:00,3.73,0.92,17.44,1438.1140001999997,10,3,6
2012-06-21 11:00:00,3.95,0.86,18.79,1473.9360000000004,11,3,6
2012-06-21 12:00:00,4.27,0.78,19.08,1472.3440002999998,12,3,6
2012-06-21 13:00:00,3.72,0.8,18.13,1441.4580002000007,13,3,6
2012-06-21 14:00:00,3.92,0.76,17.62,1418.1809996999993,14,3,6
2012-06-21 15:00:00,4.34,0.76,16.67,1592.7919998999998,15,3,6
2012-06-21 16:00:00,4.15,0.8,16.57,1705.5510002000003,16,3,6
2012-06-21 17:00:00,5.82,0.73,17.31,1842.4280014999997,17,3,6
2012-06-21 18:00:00,6.91,0.68,16.56,1995.1089998000002,18,3,6
2012-06-21 19:00:00,7.12,0.74,14.03,2010.8569997000002,19,3,6
2012-06-21 20:00:00,5.66,0.85,12.94,2112.545999799999,20,3,6
2012-06-21 21:00:00,7.92,0.92,12.82,2100.7330006,21,3,6
2012-06-21 22:00:00,6.88,0.87,11.52,1746.9439999000008,22,3,6
2012-09-06 23:00:00,2.87,0.84,13.98,1407.8399993999997,23,3,9
2012-09-07 00:00:00,3.22,0.87,13.41,1178.6989998000001,0,4,9
2012-09-07 01:00:00,2.87,0.89,12.97,1030.9810000999998,1,4,9
2012-09-07 02:00:00,2.87,0.86,12.87,923.1979997000001,2,4,9
2012-09-07 03:00:00,3.11,0.87,12.34,898.2109999000006,3,4,9
2012-09-07 04:00:00,3.08,0.89,11.97,934.8929998000004,4,4,9
2012-09-07 05:00:00,2.84,0.89,11.46,1104.8510001,5,4,9
2012-09-07 06:00:00,2.51,0.91,11.61,1494.4799996000002,6,4,9
2012-09-07 07:00:00,2.89,0.88,13.01,1728.6570004999996,7,4,9
2012-09-07 08:00:00,3.14,0.79,14.87,1681.2589999,8,4,9
2012-09-07 09:00:00,2.87,0.66,17.67,1643.5999997999998,9,4,9
2012-09-07 10:00:00,2.99,0.57,19.66,1597.8810005999999,10,4,9
2012-09-07 11:00:00,3.61,0.43,22.1,1588.0969995000012,11,4,9
2012-09-07 12:00:00,3.91,0.36,23.61,1580.1540000999998,12,4,9
2012-09-07 13:00:00,4.18,0.33,24.77,1507.2930006000001,13,4,9
2012-09-07 14:00:00,4.04,0.3,25.72,1475.8839993999989,14,4,9
2012-09-07 15:00:00,3.76,0.31,25.76,1574.1349991999998,15,4,9
2012-09-07 16:00:00,3.77,0.3,25.67,1735.7150001,16,4,9
2012-09-07 17:00:00,3.3,0.33,24.97,1972.0230004999999,17,4,9
2012-09-07 18:00:00,2.6,0.42,22.51,2142.4949993999994,18,4,9
2012-09-07 19:00:00,2.22,0.49,20.13,2441.8130007999994,19,4,9
2012-09-07 20:00:00,1.76,0.57,18.28,2455.9449991000006,20,4,9
2012-09-07 21:00:00,1.83,0.65,16.68,2228.8660011000006,21,4,9
2012-09-07 22:00:00,1.71,0.7,15.89,1879.5120002,22,4,9
2012-12-20 00:00:00,6.07,0.96,6.54,2490.3960018000007,0,3,12
2012-12-20 01:00:00,5.92,0.96,6.54,1957.5030002999995,1,3,12
2012-12-20 02:00:00,5.99,0.96,6.53,1622.5900001,2,3,12
2012-12-20 03:00:00,6.24,0.99,6.64,1457.8480006000002,3,3,12
2012-12-20 04:00:00,5.69,0.99,6.64,1439.8800006,4,3,12
2012-12-20 05:00:00,5.76,0.96,7.03,1514.0710006,5,3,12
2012-12-20 06:00:00,5.02,0.96,7.12,1840.2630001999994,6,3,12
2012-12-20 07:00:00,4.54,0.96,7.54,2416.8409989000006,7,3,12
2012-12-20 08:00:00,4.37,0.99,7.74,2984.4340014999993,8,3,12
2012-12-20 09:00:00,4.66,0.99,8.26,2974.741999000001,9,3,12
2012-12-20 10:00:00,4.55,0.98,8.78,2846.1919994000004,10,3,12
2012-12-20 11:00:00,4.98,0.99,9.16,2760.8970002000005,11,3,12
2012-12-20 12:00:00,5.22,0.99,9.17,2831.3070003000007,12,3,12
2012-12-20 13:00:00,5.13,0.96,9.05,2796.6019988,13,3,12
2012-12-20 14:00:00,4.97,0.94,9.04,2739.8859982000013,14,3,12
2012-12-20 15:00:00,4.82,0.96,8.68,2812.8050005,15,3,12
2012-12-20 16:00:00,4.15,0.96,8.7,3281.2390024999986,16,3,12
2012-12-20 17:00:00,3.04,0.96,9.18,3884.833001000001,17,3,12
2012-12-20 18:00:00,2.49,0.96,9.24,4202.098998200001,18,3,12
2012-12-20 19:00:00,4.49,0.91,9.57,4279.1150001999995,19,3,12
2012-12-20 20:00:00,5.03,0.9,9.2,4090.7669986000005,20,3,12
2012-12-20 21:00:00,4.49,0.88,9.0,3921.2659985999994,21,3,12
2012-12-20 22:00:00,4.13,0.91,8.08,3533.5360008999996,22,3,12
2012-12-20 23:00:00,4.11,0.93,8.01,2951.9079983000015,23,3,12
2012-02-25 00:00:00,2.01,0.79,10.69,428.5290007000001,0,5,2
2012-02-25 01:00:00,1.83,0.78,9.82,447.78199920000003,1,5,2
2012-02-25 02:00:00,1.95,0.71,9.26,354.95500000000004,2,5,2
2012-02-25 03:00:00,2.16,0.72,8.36,301.90700030000016,3,5,2
2012-02-25 04:00:00,1.63,0.72,7.83,247.37999989999997,4,5,2
2012-02-25 05:00:00,0.82,0.74,7.72,242.38400049999993,5,5,2
2012-02-25 06:00:00,1.73,0.72,7.77,273.88599969999996,6,5,2
2012-02-25 07:00:00,1.93,0.73,7.78,296.16999979999997,7,5,2
2012-02-25 08:00:00,2.4,0.74,7.79,357.6200001000001,8,5,2
2012-02-25 09:00:00,2.35,0.73,7.94,400.86799959999996,9,5,2
2012-02-25 10:00:00,2.83,0.66,8.91,402.2819999,10,5,2
2012-02-25 11:00:00,3.24,0.63,9.16,394.29400030000005,11,5,2
2012-02-25 12:00:00,3.04,0.58,10.51,402.1099994,12,5,2
2012-02-25 13:00:00,3.38,0.56,11.02,375.92700020000007,13,5,2
2012-02-25 14:00:00,3.03,0.53,11.9,357.295,14,5,2
2012-02-25 15:00:00,4.08,0.53,12.11,357.8400001000001,15,5,2
2012-02-25 16:00:00,4.03,0.56,11.59,371.0099995,16,5,2
2012-02-25 17:00:00,3.19,0.6,10.19,434.139,17,5,2
2012-02-25 18:00:00,1.9,0.63,9.65,543.4079996999999,18,5,2
2012-02-25 19:00:00,1.09,0.67,8.83,576.4769998,19,5,2
2012-02-25 20:00:00,1.22,0.68,8.61,547.9639991,20,5,2
2012-02-25 21:00:00,1.14,0.7,8.13,529.415,21,5,2
2012-02-25 22:00:00,1.38,0.69,7.42,471.98199999999986,22,5,2
2012-02-25 23:00:00,1.73,0.71,6.97,388.268,23,5,2
2012-03-25 00:00:00,1.04,0.82,7.56,547.0720007000002,0,6,3
2012-03-25 01:00:00,0.91,0.8,7.35,511.36600080000017,1,6,3
2012-03-25 02:00:00,1.56,0.83,7.22,371.36899960000005,2,6,3
2012-03-25 03:00:00,1.87,0.83,6.71,314.41800000000006,3,6,3
2012-03-25 04:00:00,2.06,0.86,6.12,283.35100000000006,4,6,3
2012-03-25 05:00:00,1.93,0.89,5.23,302.75300030000017,5,6,3
2012-03-25 06:00:00,1.72,0.94,4.4,353.7389997,6,6,3
2012-03-25 07:00:00,2.35,0.94,4.52,434.9980003999999,7,6,3
2012-03-25 08:00:00,2.61,0.93,5.26,492.5100000000001,8,6,3
2012-03-25 09:00:00,2.7,0.84,7.19,542.9440002000001,9,6,3
2012-03-25 10:00:00,2.89,0.8,8.21,544.8229998,10,6,3
2012-03-25 11:00:00,3.25,0.72,9.68,598.3410002000002,11,6,3
2012-03-25 12:00:00,3.29,0.66,10.44,581.3649997000001,12,6,3
